Organisation,Location,Date,Rocket_Status,Price,Mission_Status
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jun 02, 2018 04:13 UTC",Active,29.75,Success
Virgin Galactic,"VMS Eve, Mojave Air and Space Port, California, USA","Tue May 29, 2018",Active,0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Tue May 22, 2018 19:47 UTC",Retired,62.0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon May 21, 2018 08:44 UTC",Retired,85.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Sun May 20, 2018 21:28 UTC",Active,64.68,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 11, 2018 20:14 UTC",Active,50.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue May 08, 2018 18:28 UTC",Active,64.68,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Sat May 05, 2018 11:05 UTC",Active,109.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu May 03, 2018 16:06 UTC",Active,29.15,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Sun Apr 29, 2018 17:06 UTC",Active,0,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China","Thu Apr 26, 2018 04:42 UTC",Active,5.3,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Apr 25, 2018 17:57 UTC",Retired,13.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Wed Apr 18, 2018 22:51 UTC",Retired,62.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Apr 18, 2018 22:12 UTC",Active,65.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Apr 14, 2018 23:13 UTC",Active,153.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Apr 11, 2018 22:34 UTC",Active,31.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Apr 10, 2018 04:25 UTC",Active,64.68,Success
Virgin Galactic,"VMS Eve, Mojave Air and Space Port, California, USA","Thu Apr 05, 2018",Active,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Apr 05, 2018 21:34 UTC",Active,200.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Apr 02, 2018 20:30 UTC",Retired,62.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Mar 31, 2018 03:22 UTC",Active,64.68,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Fri Mar 30, 2018 14:13 UTC",Retired,62.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Mar 29, 2018 17:56 UTC",Active,0,Success
Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 29, 2018 17:38 UTC",Active,0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Mar 29, 2018 11:26 UTC",Active,47.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Mar 21, 2018 17:44 UTC",Retired,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Mar 17, 2018 07:10 UTC",Active,29.75,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Mar 09, 2018 17:10 UTC",Active,30.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Tue Mar 06, 2018 05:33 UTC",Retired,62.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu Mar 01, 2018 22:02 UTC",Active,145.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Feb 27, 2018 04:34 UTC",Active,90.0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Thu Feb 22, 2018 14:17 UTC",Retired,62.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 13, 2018 08:13 UTC",Active,17.42,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Feb 12, 2018 05:03 UTC",Active,0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Tue Feb 06, 2018 20:45 UTC",Active,90.0,Success
JAXA,"Uchinoura Space Center, Japan","Sat Feb 03, 2018 05:03 UTC",Active,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Feb 02, 2018 07:51 UTC",Active,29.75,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Thu Feb 01, 2018 02:07 UTC",Active,23.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Wed Jan 31, 2018 21:25 UTC",Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jan 25, 2018 22:20 UTC",Active,200.0,Partial Failure
CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Jan 25, 2018 05:39 UTC",Active,30.8,Success
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand","Sun Jan 21, 2018 01:43 UTC",Active,7.5,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Jan 20, 2018 00:48 UTC",Retired,115.0,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China","Fri Jan 19, 2018 04:12 UTC",Active,5.3,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan","Wed Jan 17, 2018 21:06 UTC",Active,39.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jan 13, 2018 07:10 UTC",Active,29.75,Success
ULA,"SLC-6, Vandenberg SFB, California, USA","Fri Jan 12, 2018 22:11 UTC",Retired,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Jan 12, 2018 03:59 UTC",Active,31.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jan 11, 2018 23:18 UTC",Active,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Jan 09, 2018 03:24 UTC",Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Jan 08, 2018 01:00 UTC",Retired,62.0,Success
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Dec 26, 2017 19:00 UTC",Retired,0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Dec 25, 2017 19:44 UTC",Active,30.8,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Dec 23, 2017 04:14 UTC",Active,29.75,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Sat Dec 23, 2017 01:27 UTC",Retired,62.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Dec 23, 2017 01:26 UTC",Active,90.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Dec 17, 2017 07:21 UTC",Retired,0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri Dec 15, 2017 15:36 UTC",Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Dec 12, 2017 18:36 UTC",Retired,0,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Tue Dec 12, 2017",Active,0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Dec 10, 2017 16:40 UTC",Active,29.15,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Dec 03, 2017 04:11 UTC",Active,29.75,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Dec 02, 2017 10:43 UTC",Active,20.0,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Tue Nov 28, 2017 05:41 UTC",Active,25.0,Failure
CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Nov 24, 2017 18:10 UTC",Active,30.8,Success
CASC,"LC-16, Taiyuan Satellite Launch Center, China","Tue Nov 21, 2017 04:50 UTC",Active,19.0,Success
ULA,"SLC-2W, Vandenberg SFB, California, USA","Sat Nov 18, 2017 09:47 UTC",Retired,0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Nov 14, 2017 18:35 UTC",Active,64.68,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sun Nov 12, 2017 12:19 UTC",Retired,85.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Wed Nov 08, 2017 01:42 UTC",Active,37.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Nov 05, 2017 11:45 UTC",Active,0,Success
Northrop,"SLC-576E, Vandenberg SFB, California, USA","Tue Oct 31, 2017 21:37 UTC",Active,45.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon Oct 30, 2017 19:34 UTC",Retired,62.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sun Oct 15, 2017 07:28 UTC",Active,123.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 14, 2017 08:46 UTC",Active,17.42,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Oct 13, 2017 09:27 UTC",Retired,13.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Oct 11, 2017 22:53 UTC",Retired,62.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Oct 09, 2017 22:01 UTC",Active,90.0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Mon Oct 09, 2017 12:37 UTC",Retired,62.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Oct 09, 2017 04:13 UTC",Active,29.75,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Sep 29, 2017 21:56 UTC",Active,200.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Sep 29, 2017 04:21 UTC",Active,30.8,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu Sep 28, 2017 18:52 UTC",Active,65.0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Sun Sep 24, 2017 05:49 UTC",Active,145.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Sep 22, 2017 00:02 UTC",Active,25.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Tue Sep 12, 2017 21:17 UTC",Retired,0,Success
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Sep 11, 2017 19:23 UTC",Active,65.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 07, 2017 14:00 UTC",Retired,62.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Aug 31, 2017 13:30 UTC",Active,31.0,Failure
Northrop,"SLC-46, Cape Canaveral SFS, Florida, USA","Sat Aug 26, 2017 06:04 UTC",Active,46.0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Thu Aug 24, 2017 18:51 UTC",Retired,62.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Aug 19, 2017 05:29 UTC",Active,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Aug 18, 2017 12:29 UTC",Active,109.0,Success
Roscosmos,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Aug 16, 2017 22:07 UTC",Active,65.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon Aug 14, 2017 16:31 UTC",Retired,62.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Wed Aug 02, 2017 01:58 UTC",Active,37.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Jul 28, 2017 15:41 UTC",Retired,0,Success
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran","Thu Jul 27, 2017 09:30 UTC",Active,0,Failure
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Jul 14, 2017 06:36 UTC",Active,23.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Jul 05, 2017 23:38 UTC",Retired,62.0,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China","Sun Jul 02, 2017 11:23 UTC",Active,0,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jun 28, 2017 21:15 UTC",Active,200.0,Success
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Sun Jun 25, 2017 20:25 UTC",Retired,62.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri Jun 23, 2017 19:10 UTC",Retired,62.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Fri Jun 23, 2017 18:04 UTC",Active,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Jun 23, 2017 03:59 UTC",Active,31.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Jun 18, 2017 16:11 UTC",Active,29.15,Partial Failure
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Thu Jun 15, 2017 03:00 UTC",Active,64.68,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Jun 14, 2017 09:20 UTC",Active,17.42,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Jun 08, 2017 03:45 UTC",Active,65.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Mon Jun 05, 2017 11:58 UTC",Active,62.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Sat Jun 03, 2017 21:07 UTC",Retired,62.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jun 01, 2017 23:45 UTC",Active,200.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Thu Jun 01, 2017 00:17 UTC",Active,90.0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu May 25, 2017 06:33 UTC",Active,25.0,Success
Rocket Lab,"Rocket Lab LC-1A, Māhia Peninsula, New Zealand","Thu May 25, 2017 04:20 UTC",Active,7.5,Failure
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Thu May 18, 2017 11:54 UTC",Active,30.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon May 15, 2017 23:21 UTC",Retired,62.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Fri May 05, 2017 11:27 UTC",Active,47.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu May 04, 2017 21:50 UTC",Active,200.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon May 01, 2017 11:15 UTC",Retired,62.0,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China","Thu Apr 20, 2017 11:41 UTC",Active,0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Apr 20, 2017 07:13 UTC",Retired,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Tue Apr 18, 2017 15:11 UTC",Active,109.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Apr 12, 2017 11:04 UTC",Active,29.15,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Mar 30, 2017 22:27 UTC",Retired,62.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Sun Mar 19, 2017 00:18 UTC",Retired,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Fri Mar 17, 2017 01:20 UTC",Active,90.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Mar 16, 2017 06:00 UTC",Retired,62.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Tue Mar 07, 2017 01:49 UTC",Active,37.0,Success
CASIC,"Site 95, Jiuquan Satellite Launch Center, China","Thu Mar 02, 2017 23:53 UTC",Active,0,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Wed Mar 01, 2017 17:49 UTC",Active,109.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Feb 22, 2017 05:58 UTC",Retired,20.0,Success
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Sun Feb 19, 2017 14:39 UTC",Retired,62.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Feb 15, 2017 03:58 UTC",Active,31.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Feb 14, 2017 21:39 UTC",Active,200.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Sat Jan 28, 2017 01:03 UTC",Active,30.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Jan 24, 2017 07:44 UTC",Active,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Jan 21, 2017 00:42 UTC",Active,109.0,Success
JAXA,"Uchinoura Space Center, Japan","Sat Jan 14, 2017 23:33 UTC",Active,0,Failure
SpaceX,"SLC-4E, Vandenberg SFB, California, USA","Sat Jan 14, 2017 17:54 UTC",Retired,62.0,Success
ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Mon Jan 09, 2017 04:11 UTC",Active,5.8,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jan 05, 2017 15:18 UTC",Active,29.15,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Dec 28, 2016 03:23 UTC",Active,29.75,Partial Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Dec 21, 2016 20:30 UTC",Active,200.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Dec 21, 2016 19:22 UTC",Active,29.75,Success
JAXA,"Mu Pad, Uchinoura Space Center, Japan","Tue Dec 20, 2016 11:00 UTC",Active,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sun Dec 18, 2016 19:13 UTC",Retired,130.0,Success
Northrop,"Stargazer, Cape Canaveral SFS, Florida, USA","Thu Dec 15, 2016 13:37 UTC",Active,40.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Sat Dec 10, 2016 16:11 UTC",Active,29.15,Success
MHI,"LA-Y2, Tanegashima Space Center, Japan","Fri Dec 09, 2016 13:26 UTC",Retired,112.5,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Wed Dec 07, 2016 23:52 UTC",Retired,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Dec 07, 2016 04:54 UTC",Active,31.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Mon Dec 05, 2016 13:51 UTC",Active,37.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Dec 01, 2016 14:51 UTC",Retired,20.0,Failure
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Nov 22, 2016 15:24 UTC",Active,20.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Sat Nov 19, 2016 23:42 UTC",Active,145.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Nov 17, 2016 20:20 UTC",Retired,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Nov 17, 2016 13:06 UTC",Retired,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Nov 11, 2016 23:14 UTC",Active,29.75,Success
ULA,"SLC-3E, Vandenberg SFB, California, USA","Fri Nov 11, 2016 18:30 UTC",Active,109.0,Success
CASC,"Site 95, Jiuquan Satellite Launch Center, China","Wed Nov 09, 2016 23:42 UTC",Active,5.3,Success
CASC,"LC-101, Wenchang Satellite Launch Center, China","Thu Nov 03, 2016 12:43 UTC",Active,0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Nov 02, 2016 06:20 UTC",Active,90.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Wed Oct 19, 2016 08:05 UTC",Retired,0,Success
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon Oct 17, 2016 23:45 UTC",Retired,85.0,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Sun Oct 16, 2016 23:30 UTC",Active,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Oct 05, 2016 20:30 UTC",Active,200.0,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Wed Oct 05, 2016 15:36 UTC",Active,0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Mon Sep 26, 2016 03:42 UTC",Retired,25.0,Success
Arianespace,"ELV-1, Guiana Space Centre, French Guiana, France","Fri Sep 16, 2016 01:43 UTC",Active,37.0,Success
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","Thu Sep 15, 2016 14:04 UTC",Active,0,Success
IAI,"Pad 1, Palmachim Airbase, Israel","Tue Sep 13, 2016 14:38 UTC",Active,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu Sep 08, 2016 23:05 UTC",Retired,115.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Sep 08, 2016 11:20 UTC",Active,47.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Thu Sep 01, 2016 13:07 UTC",Retired,62.0,Prelaunch Failure
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Aug 31, 2016 18:55 UTC",Active,64.68,Failure
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Aug 24, 2016 22:16 UTC",Active,200.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Fri Aug 19, 2016 04:52 UTC",Retired,164.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Aug 15, 2016 17:40 UTC",Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Sun Aug 14, 2016 05:26 UTC",Retired,62.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Aug 09, 2016 22:55 UTC",Active,64.68,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Aug 05, 2016 16:22 UTC",Active,29.15,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Thu Jul 28, 2016 12:37 UTC",Active,123.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Mon Jul 18, 2016 04:45 UTC",Retired,62.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Jul 16, 2016 21:41 UTC",Retired,20.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Jul 07, 2016 01:36 UTC",Retired,0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Wed Jun 29, 2016 03:21 UTC",Active,64.68,Success
CASC,"LC-201, Wenchang Satellite Launch Center, China","Sat Jun 25, 2016 12:00 UTC",Active,0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Jun 24, 2016 14:30 UTC",Active,153.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Jun 22, 2016 03:55 UTC",Active,31.0,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Sun Jun 19, 2016 14:36 UTC",Active,0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Jun 18, 2016 21:38 UTC",Active,200.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Wed Jun 15, 2016 14:29 UTC",Retired,62.0,Success
CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Jun 12, 2016 15:30 UTC",Active,20.0,Success
ULA,"SLC-37B, Cape Canaveral SFS, Florida, USA","Sat Jun 11, 2016 17:51 UTC",Active,350.0,Success
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Thu Jun 09, 2016 07:10 UTC",Active,65.0,Success
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Sat Jun 04, 2016 14:00 UTC",Retired,13.0,Success
CASC,"LC-9, Taiyuan Satellite Launch Center, China","Mon May 30, 2016 03:17 UTC",Active,64.68,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun May 29, 2016 08:44 UTC",Active,25.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri May 27, 2016 21:39 UTC",Retired,62.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Tue May 24, 2016 08:48 UTC",Active,30.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun May 15, 2016 02:43 UTC",Active,29.75,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri May 06, 2016 05:21 UTC",Retired,62.0,Success
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Apr 28, 2016 07:20 UTC",Active,31.0,Success
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Thu Apr 28, 2016 02:01 UTC",Active,23.0,Success
Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Mon Apr 25, 2016 21:02 UTC",Active,30.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri Apr 08, 2016 20:43 UTC",Retired,62.0,Success
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Apr 05, 2016 17:38 UTC",Active,29.75,Success
Blue Origin,"Launch Site One, West Texas, Texas, USA","Sat Apr 02, 2016",Active,0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Thu Mar 31, 2016 16:23 UTC",Active,17.42,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Mar 29, 2016 20:11 UTC",Active,69.7,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 24, 2016 09:42 UTC",Active,17.42,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Wed Mar 23, 2016 03:05 UTC",Active,109.0,Success
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Fri Mar 18, 2016 21:26 UTC",Retired,0,Success
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Mar 14, 2016 09:31 UTC",Active,65.0,Success
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sun Mar 13, 2016 18:56 UTC",Active,20.0,Success
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Mar 10, 2016 10:31 UTC",Active,31.0,Success
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Mar 09, 2016 05:20 UTC",Active,200.0,Success
SpaceX,"SLC-40, Cape Canaveral SFS, Florida, USA","Fri Mar 04, 2016 23:35 UTC",Retired,62.0,Success
MHI,"LA-Y1, Tanegashima Space Center, Japan","Wed Feb 17, 2016 08:45 UTC",Active,90.0,Success
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Tue Feb 16, 2016 17:57 UTC",Retired,13.0,Success
ULA,"SLC-6, Vandenberg SFB, California, USA","Wed Feb 10, 2016 11:40 UTC",Retired,0,Success
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea","Sun Feb 07, 2016 00:30 UTC",Active,0,Success
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sun Feb 07, 2016 00:21 UTC",Active,25.0,Success
ULA,"SLC-41, Cape Canaveral SFS, Florida, USA","Fri Feb 05, 2016 13:38 UTC",Active,109.0,Success
CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Feb 01, 2016 07:29 UTC",Active,20.0,Success
